Year_Month,Fuel_Category,County,Count
2022/04,Plug-In Hybrid,DE,1
2022/04,Plug-In Hybrid,DORCHESTER,36
2022/04,Plug-In Hybrid,FREDERICK,1025
2022/04,Plug-In Hybrid,GARRETT,15
2022/04,Plug-In Hybrid,HARFORD,508
2022/04,Plug-In Hybrid,HOWARD,1761
2022/04,Plug-In Hybrid,IL,1
2022/04,Plug-In Hybrid,KENT,44
2022/04,Plug-In Hybrid,KY,1
2022/04,Plug-In Hybrid,MONTGOMERY,5442
2022/04,Plug-In Hybrid,OH,2
2022/04,Plug-In Hybrid,PRINCE GEORGES,1528
2022/04,Plug-In Hybrid,QUEEN ANNES,141
2022/04,Plug-In Hybrid,SAINT MARYS,264
2022/04,Plug-In Hybrid,SOMERSET,20
2022/04,Plug-In Hybrid,TALBOT,118
2022/04,Plug-In Hybrid,TN,1
2022/04,Plug-In Hybrid,TX,1
2022/04,Plug-In Hybrid,VA,1
2022/04,Plug-In Hybrid,WASHINGTON,244
2022/04,Plug-In Hybrid,WICOMICO,152
2022/04,Plug-In Hybrid,WORCESTER,90
2022/05,Electric,ALLEGANY,60
2022/05,Electric,ANNE ARUNDEL,3677
2022/05,Electric,BALTIMORE,3003
2022/05,Electric,BALTIMORE CITY,1687
2022/05,Electric,CA,2
2022/05,Electric,CALVERT,285
2022/05,Electric,CAROLINE,50
2022/05,Electric,CARROLL,605
2022/05,Electric,CECIL,189
2022/05,Electric,CHARLES,544
2022/05,Electric,DC,3
2022/05,Electric,DE,1
2022/05,Electric,DORCHESTER,40
2022/05,Electric,FREDERICK,1540
2022/05,Electric,GARRETT,26
2022/05,Electric,HARFORD,702
2022/05,Electric,HOWARD,3698
2022/05,Electric,KENT,38
2022/05,Electric,MO,2
2022/05,Electric,MONTGOMERY,10563
2022/05,Electric,NY,1
2022/05,Electric,OH,1
2022/05,Electric,PRINCE GEORGES,2702
2022/05,Electric,QUEEN ANNES,178
2022/05,Electric,SAINT MARYS,335
2022/05,Electric,SOMERSET,6
2022/05,Electric,TALBOT,168
2022/05,Electric,TX,2
2022/05,Electric,VA,1
2022/05,Electric,WASHINGTON,263
2022/05,Electric,WICOMICO,106
2022/05,Electric,WORCESTER,109
2022/05,Plug-In Hybrid,ALLEGANY,53
2022/05,Plug-In Hybrid,ANNE ARUNDEL,2053
2022/05,Plug-In Hybrid,AZ,1
2022/05,Plug-In Hybrid,BALTIMORE,1931
2022/05,Plug-In Hybrid,BALTIMORE CITY,1040
2022/05,Plug-In Hybrid,CALVERT,260
2022/05,Plug-In Hybrid,CAROLINE,51
2022/05,Plug-In Hybrid,CARROLL,411
2022/05,Plug-In Hybrid,CECIL,137
2022/05,Plug-In Hybrid,CHARLES,252
2022/05,Plug-In Hybrid,DC,2
2022/05,Plug-In Hybrid,DE,1
2022/05,Plug-In Hybrid,DORCHESTER,36
2022/05,Plug-In Hybrid,FREDERICK,1048
2022/05,Plug-In Hybrid,GARRETT,16
2022/05,Plug-In Hybrid,HARFORD,515
2022/05,Plug-In Hybrid,HOWARD,1794
2022/05,Plug-In Hybrid,IL,1
2022/05,Plug-In Hybrid,KENT,49
2022/05,Plug-In Hybrid,KY,1
2022/05,Plug-In Hybrid,MONTGOMERY,5553
2022/05,Plug-In Hybrid,OH,2
2022/05,Plug-In Hybrid,PRINCE GEORGES,1552
2022/05,Plug-In Hybrid,QUEEN ANNES,147
2022/05,Plug-In Hybrid,SAINT MARYS,267
2022/05,Plug-In Hybrid,SOMERSET,20
2022/05,Plug-In Hybrid,TALBOT,121
2022/05,Plug-In Hybrid,TN,1
2022/05,Plug-In Hybrid,TX,1
2022/05,Plug-In Hybrid,VA,1
2022/05,Plug-In Hybrid,WA,1
2022/05,Plug-In Hybrid,WASHINGTON,243
2022/05,Plug-In Hybrid,WICOMICO,148
2022/05,Plug-In Hybrid,WORCESTER,95
2022/06,Electric,AE,1
2022/06,Electric,AL,1
2022/06,Electric,ALLEGANY,70
2022/06,Electric,ANNE ARUNDEL,3862
2022/06,Electric,AR,1
2022/06,Electric,AZ,1
2022/06,Electric,BALTIMORE,3223
2022/06,Electric,BALTIMORE CITY,1763
2022/06,Electric,CA,11
2022/06,Electric,CALVERT,307
2022/06,Electric,CAROLINE,56
2022/06,Electric,CARROLL,653
2022/06,Electric,CECIL,196
2022/06,Electric,CHARLES,593
2022/06,Electric,CO,2
2022/06,Electric,CT,3
2022/06,Electric,DC,135
2022/06,Electric,DE,87
2022/06,Electric,DORCHESTER,43
2022/06,Electric,FL,37
2022/06,Electric,FREDERICK,1676
2022/06,Electric,GA,6
2022/06,Electric,GARRETT,26
2022/06,Electric,HARFORD,763
2022/06,Electric,HOWARD,3941
2022/06,Electric,ID,1
2022/06,Electric,IL,4
2022/06,Electric,IN,1
2022/06,Electric,KENT,40
2022/06,Electric,KY,1
2022/06,Electric,MA,1
2022/06,Electric,ME,2
2022/06,Electric,MI,4
2022/06,Electric,MN,1
2022/06,Electric,MO,3
2022/06,Electric,MONTGOMERY,11119
2022/06,Electric,MT,4
2022/06,Electric,NC,26
2022/06,Electric,NH,2
2022/06,Electric,NJ,25
2022/06,Electric,NV,2
2022/06,Electric,NY,11
2022/06,Electric,OH,11
2022/06,Electric,OK,1
2022/06,Electric,OR,2
2022/06,Electric,PA,89
2022/06,Electric,PRINCE GEORGES,2886
2022/06,Electric,QUEEN ANNES,189
2022/06,Electric,RI,1
2022/06,Electric,SAINT MARYS,350
2022/06,Electric,SC,6
2022/06,Electric,SOMERSET,6
2022/06,Electric,TALBOT,183
2022/06,Electric,TN,4
2022/06,Electric,TX,13
2022/06,Electric,VA,207
2022/06,Electric,WA,4
2022/06,Electric,WASHINGTON,285
2022/06,Electric,WI,1
2022/06,Electric,WICOMICO,120
2022/06,Electric,WORCESTER,114
2022/06,Electric,WV,54
2022/06,Plug-In Hybrid,AL,3
2022/06,Plug-In Hybrid,ALLEGANY,56
2022/06,Plug-In Hybrid,ANNE ARUNDEL,2109
2022/06,Plug-In Hybrid,AR,1
2022/06,Plug-In Hybrid,AZ,3
2022/06,Plug-In Hybrid,BALTIMORE,1992
2022/06,Plug-In Hybrid,BALTIMORE CITY,1066
2022/06,Plug-In Hybrid,CA,8
2022/06,Plug-In Hybrid,CALVERT,266
2022/06,Plug-In Hybrid,CAROLINE,54
2022/06,Plug-In Hybrid,CARROLL,419
2022/06,Plug-In Hybrid,CECIL,142
2022/06,Plug-In Hybrid,CHARLES,253
2022/06,Plug-In Hybrid,CO,8
2022/06,Plug-In Hybrid,CT,6
2022/06,Plug-In Hybrid,DC,84
2022/06,Plug-In Hybrid,DE,47
2022/06,Plug-In Hybrid,DORCHESTER,36
2022/06,Plug-In Hybrid,FL,45
2022/06,Plug-In Hybrid,FREDERICK,1084
2022/06,Plug-In Hybrid,GA,10
2022/06,Plug-In Hybrid,GARRETT,16
2022/06,Plug-In Hybrid,HARFORD,531
2022/06,Plug-In Hybrid,HI,1
2022/06,Plug-In Hybrid,HOWARD,1847
2022/06,Plug-In Hybrid,IA,1
2022/06,Plug-In Hybrid,ID,1
2022/06,Plug-In Hybrid,IL,9
2022/06,Plug-In Hybrid,IN,5
2022/06,Plug-In Hybrid,KENT,47
2022/06,Plug-In Hybrid,KS,1
2022/06,Plug-In Hybrid,KY,1
2022/06,Plug-In Hybrid,LA,2
2022/06,Plug-In Hybrid,MA,16
2022/06,Plug-In Hybrid,MI,15
2022/06,Plug-In Hybrid,MN,2
2022/06,Plug-In Hybrid,MO,1
2022/06,Plug-In Hybrid,MONTGOMERY,5753
2022/06,Plug-In Hybrid,MS,2
2022/06,Plug-In Hybrid,MT,5
2022/06,Plug-In Hybrid,NC,21
2022/06,Plug-In Hybrid,ND,1
2022/06,Plug-In Hybrid,NE,2
2022/06,Plug-In Hybrid,NH,3
2022/06,Plug-In Hybrid,NJ,54
2022/06,Plug-In Hybrid,NV,1
2022/06,Plug-In Hybrid,NY,41
2022/06,Plug-In Hybrid,OH,11
2022/06,Plug-In Hybrid,OK,1
2022/06,Plug-In Hybrid,OR,2
2022/06,Plug-In Hybrid,PA,91
2022/06,Plug-In Hybrid,PRINCE GEORGES,1596
2022/06,Plug-In Hybrid,QUEEN ANNES,146
2022/06,Plug-In Hybrid,RI,1
2022/06,Plug-In Hybrid,SAINT MARYS,273
2022/06,Plug-In Hybrid,SC,8
2022/06,Plug-In Hybrid,SOMERSET,20
2022/06,Plug-In Hybrid,TALBOT,119
2022/06,Plug-In Hybrid,TN,7
2022/06,Plug-In Hybrid,TX,12
2022/06,Plug-In Hybrid,UT,1
2022/06,Plug-In Hybrid,VA,202
2022/06,Plug-In Hybrid,VT,1
2022/06,Plug-In Hybrid,WA,5
2022/06,Plug-In Hybrid,WASHINGTON,250
2022/06,Plug-In Hybrid,WI,5
2022/06,Plug-In Hybrid,WICOMICO,153
2022/06,Plug-In Hybrid,WORCESTER,98
2022/06,Plug-In Hybrid,WV,16
2022/07,Electric,AE,1
2022/07,Electric,AL,1
2022/07,Electric,ALLEGANY,71
2022/07,Electric,ANNE ARUNDEL,3923
2022/07,Electric,AR,1
2022/07,Electric,AZ,2
2022/07,Electric,BALTIMORE,3272
2022/07,Electric,BALTIMORE CITY,1792
2022/07,Electric,CA,12
2022/07,Electric,CALVERT,325
2022/07,Electric,CAROLINE,58
2022/07,Electric,CARROLL,675
2022/07,Electric,CECIL,200
2022/07,Electric,CHARLES,610
2022/07,Electric,CO,1
2022/07,Electric,CT,1
2022/07,Electric,DC,132
2022/07,Electric,DE,75
2022/07,Electric,DORCHESTER,45
2022/07,Electric,FL,33
2022/07,Electric,FREDERICK,1724
2022/07,Electric,GA,2
2022/07,Electric,GARRETT,26
2022/07,Electric,HARFORD,794
2022/07,Electric,HOWARD,3983
2022/07,Electric,ID,1
2022/07,Electric,IL,2
2022/07,Electric,IN,1
2022/07,Electric,KENT,42
2022/07,Electric,KS,1
2022/07,Electric,KY,2
2022/07,Electric,ME,1
2022/07,Electric,MI,2
2022/07,Electric,MO,2
2022/07,Electric,MONTGOMERY,11237
2022/07,Electric,MT,6
2022/07,Electric,NC,20
2022/07,Electric,NH,2
2022/07,Electric,NJ,22
2022/07,Electric,NV,1
2022/07,Electric,NY,8
2022/07,Electric,OH,7
2022/07,Electric,OK,1
2022/07,Electric,OR,2
2022/07,Electric,PA,60
2022/07,Electric,PRINCE GEORGES,2955
2022/07,Electric,QUEEN ANNES,194
2022/07,Electric,SAINT MARYS,362
2022/07,Electric,SC,2
2022/07,Electric,SOMERSET,6
2022/07,Electric,TALBOT,189
2022/07,Electric,TN,6
2022/07,Electric,TX,19
2022/07,Electric,VA,156
2022/07,Electric,WA,4
2022/07,Electric,WASHINGTON,284
2022/07,Electric,WI,1
2022/07,Electric,WICOMICO,123
2022/07,Electric,WORCESTER,118
2022/07,Electric,WV,35
2022/07,Plug-In Hybrid,AL,3
2022/07,Plug-In Hybrid,ALLEGANY,58
2022/07,Plug-In Hybrid,ANNE ARUNDEL,2145
2022/07,Plug-In Hybrid,AR,1
2022/07,Plug-In Hybrid,AZ,4
2022/07,Plug-In Hybrid,BALTIMORE,2018
2022/07,Plug-In Hybrid,BALTIMORE CITY,1086
2022/07,Plug-In Hybrid,CA,7
2022/07,Plug-In Hybrid,CALVERT,272
2022/07,Plug-In Hybrid,CAROLINE,55
2022/07,Plug-In Hybrid,CARROLL,430
2022/07,Plug-In Hybrid,CECIL,146
2022/07,Plug-In Hybrid,CHARLES,258
2022/07,Plug-In Hybrid,CO,10
2022/07,Plug-In Hybrid,CT,5
2022/07,Plug-In Hybrid,DC,94
2022/07,Plug-In Hybrid,DE,47
2022/07,Plug-In Hybrid,DORCHESTER,37
2022/07,Plug-In Hybrid,FL,34
2022/07,Plug-In Hybrid,FREDERICK,1100
2022/07,Plug-In Hybrid,GA,13
2022/07,Plug-In Hybrid,GARRETT,17
2022/07,Plug-In Hybrid,HARFORD,541
2022/07,Plug-In Hybrid,HI,1
2022/07,Plug-In Hybrid,HOWARD,1871
2022/07,Plug-In Hybrid,IA,2
2022/07,Plug-In Hybrid,ID,1
2022/07,Plug-In Hybrid,IL,12
2022/07,Plug-In Hybrid,IN,3
2022/07,Plug-In Hybrid,KENT,47
2022/07,Plug-In Hybrid,KS,2
2022/07,Plug-In Hybrid,KY,3
2022/07,Plug-In Hybrid,LA,1
2022/07,Plug-In Hybrid,MA,11
2022/07,Plug-In Hybrid,MI,8
2022/07,Plug-In Hybrid,MN,2
2022/07,Plug-In Hybrid,MONTGOMERY,5835
2022/07,Plug-In Hybrid,MS,1
2022/07,Plug-In Hybrid,MT,5
2022/07,Plug-In Hybrid,NC,26
2022/07,Plug-In Hybrid,NE,1
2022/07,Plug-In Hybrid,NH,4
2022/07,Plug-In Hybrid,NJ,35
2022/07,Plug-In Hybrid,NV,1
2022/07,Plug-In Hybrid,NY,34
2022/07,Plug-In Hybrid,OH,11
2022/07,Plug-In Hybrid,OK,1
2022/07,Plug-In Hybrid,OR,2
2022/07,Plug-In Hybrid,PA,97
2022/07,Plug-In Hybrid,PRINCE GEORGES,1609
2022/07,Plug-In Hybrid,QUEEN ANNES,150
2022/07,Plug-In Hybrid,SAINT MARYS,276
2022/07,Plug-In Hybrid,SC,8
2022/07,Plug-In Hybrid,SOMERSET,20
2022/07,Plug-In Hybrid,TALBOT,121
2022/07,Plug-In Hybrid,TN,6
2022/07,Plug-In Hybrid,TX,13
2022/07,Plug-In Hybrid,UT,1
2022/07,Plug-In Hybrid,VA,204
2022/07,Plug-In Hybrid,VT,1
2022/07,Plug-In Hybrid,WA,3
2022/07,Plug-In Hybrid,WASHINGTON,251
2022/07,Plug-In Hybrid,WI,3
2022/07,Plug-In Hybrid,WICOMICO,151
2022/07,Plug-In Hybrid,WORCESTER,102
2022/07,Plug-In Hybrid,WV,16
2022/08,Electric,AE,1
2022/08,Electric,AL,1
2022/08,Electric,ALLEGANY,73
2022/08,Electric,ANNE ARUNDEL,4051
2022/08,Electric,AR,1
2022/08,Electric,AZ,2
2022/08,Electric,BALTIMORE,3445
2022/08,Electric,BALTIMORE CITY,1842
2022/08,Electric,CA,12
2022/08,Electric,CALVERT,341
2022/08,Electric,CAROLINE,59
2022/08,Electric,CARROLL,708
2022/08,Electric,CECIL,206
2022/08,Electric,CHARLES,622
2022/08,Electric,CO,2
2022/08,Electric,CT,2
2022/08,Electric,DC,114
2022/08,Electric,DE,55
2022/08,Electric,DORCHESTER,47
2022/08,Electric,FL,30
2022/08,Electric,FREDERICK,1786
2022/08,Electric,GA,5
2022/08,Electric,GARRETT,27
2022/08,Electric,HARFORD,808
2022/08,Electric,HOWARD,4133
2022/08,Electric,IL,1
2022/08,Electric,KENT,42
2022/08,Electric,KY,1
2022/08,Electric,MA,6
2022/08,Electric,MI,4
2022/08,Electric,MN,2
2022/08,Electric,MO,2
2022/08,Electric,MONTGOMERY,11603
2022/08,Electric,MT,6
2022/08,Electric,NC,17
2022/08,Electric,NH,1
2022/08,Electric,NJ,14
2022/08,Electric,NY,12
2022/08,Electric,OH,7
2022/08,Electric,OK,2
2022/08,Electric,OR,1
2022/08,Electric,PA,54
2022/08,Electric,PRINCE GEORGES,3073
2022/08,Electric,QUEEN ANNES,208
2022/08,Electric,SAINT MARYS,373
2022/08,Electric,SC,1
2022/08,Electric,SOMERSET,7
2022/08,Electric,TALBOT,191
2022/08,Electric,TN,2
2022/08,Electric,TX,16
2022/08,Electric,UT,1
2022/08,Electric,VA,141
2022/08,Electric,VT,1
2022/08,Electric,WA,4
2022/08,Electric,WASHINGTON,291
2022/08,Electric,WI,1
2022/08,Electric,WICOMICO,128
2022/08,Electric,WORCESTER,125
2022/08,Electric,WV,35
2022/08,Plug-In Hybrid,AK,1
2022/08,Plug-In Hybrid,AL,1
2022/08,Plug-In Hybrid,ALLEGANY,60
2022/08,Plug-In Hybrid,ANNE ARUNDEL,2187
2022/08,Plug-In Hybrid,AP,1
2022/08,Plug-In Hybrid,AR,1
2022/08,Plug-In Hybrid,AZ,5
2022/08,Plug-In Hybrid,BALTIMORE,2050
2022/08,Plug-In Hybrid,BALTIMORE CITY,1095
2022/08,Plug-In Hybrid,CA,12
2022/08,Plug-In Hybrid,CALVERT,273
2022/08,Plug-In Hybrid,CAROLINE,54
2022/08,Plug-In Hybrid,CARROLL,440
2022/08,Plug-In Hybrid,CECIL,144
2022/08,Plug-In Hybrid,CHARLES,271
2022/08,Plug-In Hybrid,CO,5
2022/08,Plug-In Hybrid,CT,4
2022/08,Plug-In Hybrid,DC,96
2022/08,Plug-In Hybrid,DE,37
2022/08,Plug-In Hybrid,DORCHESTER,38
2022/08,Plug-In Hybrid,FL,28
2022/08,Plug-In Hybrid,FREDERICK,1121
2022/08,Plug-In Hybrid,GA,14
2022/08,Plug-In Hybrid,GARRETT,17
2022/08,Plug-In Hybrid,HARFORD,560
2022/08,Plug-In Hybrid,HI,1
2022/08,Plug-In Hybrid,HOWARD,1907
2022/08,Plug-In Hybrid,IA,1
2022/08,Plug-In Hybrid,IL,10
2022/08,Plug-In Hybrid,IN,3
2022/08,Plug-In Hybrid,KENT,48
2022/08,Plug-In Hybrid,KS,3
2022/08,Plug-In Hybrid,KY,3
2022/08,Plug-In Hybrid,LA,1
2022/08,Plug-In Hybrid,MA,4
2022/08,Plug-In Hybrid,ME,1
2022/08,Plug-In Hybrid,MI,5
2022/08,Plug-In Hybrid,MN,1
2022/08,Plug-In Hybrid,MO,1
2022/08,Plug-In Hybrid,MONTGOMERY,5946
2022/08,Plug-In Hybrid,MT,2
2022/08,Plug-In Hybrid,NC,18
2022/08,Plug-In Hybrid,NH,2
2022/08,Plug-In Hybrid,NJ,18
2022/08,Plug-In Hybrid,NY,23
2022/08,Plug-In Hybrid,OH,11
2022/08,Plug-In Hybrid,OK,1
2022/08,Plug-In Hybrid,OR,2
2022/08,Plug-In Hybrid,PA,85
2022/08,Plug-In Hybrid,PRINCE GEORGES,1631
2022/08,Plug-In Hybrid,QUEEN ANNES,155
2022/08,Plug-In Hybrid,SAINT MARYS,283
2022/08,Plug-In Hybrid,SC,2
2022/08,Plug-In Hybrid,SOMERSET,20
2022/08,Plug-In Hybrid,TALBOT,124
2022/08,Plug-In Hybrid,TN,4
2022/08,Plug-In Hybrid,TX,11
2022/08,Plug-In Hybrid,UT,2
2022/08,Plug-In Hybrid,VA,184
2022/08,Plug-In Hybrid,VT,1
2022/08,Plug-In Hybrid,WA,3
2022/08,Plug-In Hybrid,WASHINGTON,248
2022/08,Plug-In Hybrid,WI,5
2022/08,Plug-In Hybrid,WICOMICO,154
2022/08,Plug-In Hybrid,WORCESTER,106
2022/08,Plug-In Hybrid,WV,14
2022/09,Electric,AE,1
2022/09,Electric,AK,2
2022/09,Electric,AL,1
2022/09,Electric,ALLEGANY,78
2022/09,Electric,ANNE ARUNDEL,4178
2022/09,Electric,AR,1
2022/09,Electric,AZ,1
2022/09,Electric,BALTIMORE,3558
2022/09,Electric,BALTIMORE CITY,1912
2022/09,Electric,CA,13
2022/09,Electric,CALVERT,352
2022/09,Electric,CAROLINE,64
2022/09,Electric,CARROLL,726
2022/09,Electric,CECIL,208
2022/09,Electric,CHARLES,647
2022/09,Electric,CO,1
2022/09,Electric,CT,4
2022/09,Electric,DC,142
2022/09,Electric,DE,67
2022/09,Electric,DORCHESTER,50
2022/09,Electric,FL,28
2022/09,Electric,FREDERICK,1852
2022/09,Electric,GA,8
2022/09,Electric,GARRETT,30
2022/09,Electric,HARFORD,848
2022/09,Electric,HI,1
2022/09,Electric,HOWARD,4317
2022/09,Electric,IA,1
2022/09,Electric,IN,1
2022/09,Electric,KENT,44
2022/09,Electric,KY,1
2022/09,Electric,MA,6
2022/09,Electric,MI,7
2022/09,Electric,MN,1
2022/09,Electric,MO,2
2022/09,Electric,MONTGOMERY,12094
2022/09,Electric,MT,3
2022/09,Electric,NC,19
2022/09,Electric,NJ,17
2022/09,Electric,NM,1
2022/09,Electric,NY,12
2022/09,Electric,OH,7
2022/09,Electric,OK,1
2022/09,Electric,OR,1
2022/09,Electric,PA,59
2022/09,Electric,PRINCE GEORGES,3206
2022/09,Electric,QUEEN ANNES,208
2022/09,Electric,SAINT MARYS,379
2022/09,Electric,SC,1
2022/09,Electric,SOMERSET,7
2022/09,Electric,TALBOT,202
2022/09,Electric,TN,1
2022/09,Electric,TX,15
2022/09,Electric,UT,3
2022/09,Electric,VA,158
2022/09,Electric,VT,2
2022/09,Electric,WA,2
2022/09,Electric,WASHINGTON,299
2022/09,Electric,WI,2
2022/09,Electric,WICOMICO,138
2022/09,Electric,WORCESTER,133
2022/09,Electric,WV,43
2022/09,Plug-In Hybrid,AK,2
2022/09,Plug-In Hybrid,ALLEGANY,61
2022/09,Plug-In Hybrid,ANNE ARUNDEL,2203
2022/09,Plug-In Hybrid,AR,1
2022/09,Plug-In Hybrid,AZ,4
2022/09,Plug-In Hybrid,BALTIMORE,2072
2022/09,Plug-In Hybrid,BALTIMORE CITY,1105
2022/09,Plug-In Hybrid,CA,6
2022/09,Plug-In Hybrid,CALVERT,283
2022/09,Plug-In Hybrid,CAROLINE,55
2022/09,Plug-In Hybrid,CARROLL,446
2022/09,Plug-In Hybrid,CECIL,146
2022/09,Plug-In Hybrid,CHARLES,272
2022/09,Plug-In Hybrid,CO,3
2022/09,Plug-In Hybrid,CT,2
2022/09,Plug-In Hybrid,DC,84
2022/09,Plug-In Hybrid,DE,36
2022/09,Plug-In Hybrid,DORCHESTER,38
2022/09,Plug-In Hybrid,FL,54
2022/09,Plug-In Hybrid,FREDERICK,1131
2022/09,Plug-In Hybrid,GA,12
2022/09,Plug-In Hybrid,GARRETT,18
2022/09,Plug-In Hybrid,HARFORD,562
2022/09,Plug-In Hybrid,HI,1
2022/09,Plug-In Hybrid,HOWARD,1933
2022/09,Plug-In Hybrid,IA,1
2022/09,Plug-In Hybrid,IL,10
2022/09,Plug-In Hybrid,IN,4
2022/09,Plug-In Hybrid,KENT,46
2022/09,Plug-In Hybrid,KS,3
2022/09,Plug-In Hybrid,KY,3
2022/09,Plug-In Hybrid,LA,1
2022/09,Plug-In Hybrid,MA,4
2022/09,Plug-In Hybrid,ME,2
2022/09,Plug-In Hybrid,MI,8
2022/09,Plug-In Hybrid,MO,1
2022/09,Plug-In Hybrid,MONTGOMERY,6033
2022/09,Plug-In Hybrid,MT,3
2022/09,Plug-In Hybrid,NC,18
2022/09,Plug-In Hybrid,NH,3
2022/09,Plug-In Hybrid,NJ,14
2022/09,Plug-In Hybrid,NY,21
2022/09,Plug-In Hybrid,OH,7
2022/09,Plug-In Hybrid,OK,2
2022/09,Plug-In Hybrid,OR,1
2022/09,Plug-In Hybrid,PA,74
2022/09,Plug-In Hybrid,PRINCE GEORGES,1655
2022/09,Plug-In Hybrid,QUEEN ANNES,156
2022/09,Plug-In Hybrid,SAINT MARYS,287
2022/09,Plug-In Hybrid,SC,5
2022/09,Plug-In Hybrid,SOMERSET,20
2022/09,Plug-In Hybrid,TALBOT,129
2022/09,Plug-In Hybrid,TN,5
2022/09,Plug-In Hybrid,TX,12
2022/09,Plug-In Hybrid,UT,2
2022/09,Plug-In Hybrid,VA,182
2022/09,Plug-In Hybrid,WA,4
2022/09,Plug-In Hybrid,WASHINGTON,255
2022/09,Plug-In Hybrid,WI,6
2022/09,Plug-In Hybrid,WICOMICO,153
2022/09,Plug-In Hybrid,WORCESTER,113
2022/09,Plug-In Hybrid,WV,13
2022/10,Electric,AK,2
2022/10,Electric,AL,1
2022/10,Electric,ALLEGANY,91
2022/10,Electric,ANNE ARUNDEL,4337
2022/10,Electric,AZ,1
2022/10,Electric,BALTIMORE,3629
2022/10,Electric,BALTIMORE CITY,1956
2022/10,Electric,CA,7
2022/10,Electric,CALVERT,354
2022/10,Electric,CAROLINE,70
2022/10,Electric,CARROLL,746
2022/10,Electric,CECIL,211
2022/10,Electric,CHARLES,671
2022/10,Electric,CO,2
2022/10,Electric,CT,1
2022/10,Electric,DC,140
2022/10,Electric,DE,52
2022/10,Electric,DORCHESTER,52
2022/10,Electric,FL,29
2022/10,Electric,FREDERICK,1909
2022/10,Electric,GA,9
2022/10,Electric,GARRETT,32
2022/10,Electric,HARFORD,877
2022/10,Electric,HI,2
2022/10,Electric,HOWARD,4440
2022/10,Electric,IA,2
2022/10,Electric,IL,2
2022/10,Electric,KENT,45
2022/10,Electric,KS,2
2022/10,Electric,KY,2
2022/10,Electric,MA,8
2022/10,Electric,MI,6
2022/10,Electric,MO,2
2022/10,Electric,MONTGOMERY,12429
2022/10,Electric,MT,2
2022/10,Electric,NC,14
2022/10,Electric,NH,1
2022/10,Electric,NJ,13
2022/10,Electric,NM,1
2022/10,Electric,NY,15
2022/10,Electric,OH,9
2022/10,Electric,OR,2
2022/10,Electric,PA,57
2022/10,Electric,PRINCE GEORGES,3352
2022/10,Electric,QUEEN ANNES,217
2022/10,Electric,SAINT MARYS,388
2022/10,Electric,SC,5
2022/10,Electric,SOMERSET,7
2022/10,Electric,TALBOT,203
2022/10,Electric,TN,2
2022/10,Electric,TX,19
2022/10,Electric,UT,3
2022/10,Electric,VA,168
2022/10,Electric,WA,7
2022/10,Electric,WASHINGTON,306
2022/10,Electric,WI,1
2022/10,Electric,WICOMICO,138
2022/10,Electric,WORCESTER,135
2022/10,Electric,WV,30
2022/10,Plug-In Hybrid,AK,3
2022/10,Plug-In Hybrid,ALLEGANY,83
2022/10,Plug-In Hybrid,ANNE ARUNDEL,2249
2022/10,Plug-In Hybrid,AR,1
2022/10,Plug-In Hybrid,AZ,4
2022/10,Plug-In Hybrid,BALTIMORE,2084
2022/10,Plug-In Hybrid,BALTIMORE CITY,1114
2022/10,Plug-In Hybrid,CA,4
2022/10,Plug-In Hybrid,CALVERT,287
2022/10,Plug-In Hybrid,CAROLINE,55
2022/10,Plug-In Hybrid,CARROLL,456
2022/10,Plug-In Hybrid,CECIL,150
2022/10,Plug-In Hybrid,CHARLES,274
2022/10,Plug-In Hybrid,CO,3
2022/10,Plug-In Hybrid,CT,4
2022/10,Plug-In Hybrid,DC,93
2022/10,Plug-In Hybrid,DE,36
2022/10,Plug-In Hybrid,DORCHESTER,36
2022/10,Plug-In Hybrid,FL,51
2022/10,Plug-In Hybrid,FREDERICK,1161
2022/10,Plug-In Hybrid,GA,8
2022/10,Plug-In Hybrid,GARRETT,19
2022/10,Plug-In Hybrid,HARFORD,565
2022/10,Plug-In Hybrid,HI,1
2022/10,Plug-In Hybrid,HOWARD,1982
2022/10,Plug-In Hybrid,IA,1
2022/10,Plug-In Hybrid,IL,10
2022/10,Plug-In Hybrid,IN,4
2022/10,Plug-In Hybrid,KENT,47
2022/10,Plug-In Hybrid,KS,1
2022/10,Plug-In Hybrid,KY,5
2022/10,Plug-In Hybrid,LA,2
2022/10,Plug-In Hybrid,MA,4
2022/10,Plug-In Hybrid,ME,1
2022/10,Plug-In Hybrid,MI,9
2022/10,Plug-In Hybrid,MN,3
2022/10,Plug-In Hybrid,MO,2
2022/10,Plug-In Hybrid,MONTGOMERY,6142
2022/10,Plug-In Hybrid,MS,3
2022/10,Plug-In Hybrid,MT,3
2022/10,Plug-In Hybrid,NC,26
2022/10,Plug-In Hybrid,NH,2
2022/10,Plug-In Hybrid,NJ,20
2022/10,Plug-In Hybrid,NY,19
2022/10,Plug-In Hybrid,OH,8
2022/10,Plug-In Hybrid,OK,2
2022/10,Plug-In Hybrid,PA,70
2022/10,Plug-In Hybrid,PRINCE GEORGES,1677
2022/10,Plug-In Hybrid,QUEEN ANNES,152
2022/10,Plug-In Hybrid,SAINT MARYS,296
2022/10,Plug-In Hybrid,SC,9
2022/10,Plug-In Hybrid,SOMERSET,19
2022/10,Plug-In Hybrid,TALBOT,132
2022/10,Plug-In Hybrid,TN,3
